State,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,MapDate
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-07-27
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-08-03
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-08-03
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-08-10
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-08-10
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-08-17
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-08-17
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-08-24
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-08-24
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-08-31
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-08-31
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-09-07
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-09-07
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-09-14
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-09-14
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-09-21
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-09-21
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-09-28
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-09-28
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-10-05
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-10-05
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-10-12
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-10-12
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-10-19
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-10-19
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-10-26
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-10-26
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-11-02
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-11-02
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-11-09
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-11-09
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-11-16
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-11-16
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-11-23
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-11-23
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-11-30
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-11-30
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-12-07
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-12-07
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-12-14
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-12-14
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-12-21
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-12-21
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,1,D0,Imperial County,"4,508.75",2021-12-28
CA,100.00,"4,508.75","174,528.00",100.00,0.00,0.00,1,2,D1,Imperial County,"4,508.75",2021-12-28
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2020-12-29
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2020-12-29
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2020-12-29
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-01-05
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-01-05
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-01-05
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-01-12
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-01-12
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-01-12
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-01-12
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-01-19
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-01-19
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-01-19
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-01-19
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-01-26
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-01-26
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-01-26
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-01-26
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-02-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-02-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-02-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-02-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-02-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-02-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-02-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-02-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-02-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-02-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-02-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-02-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-03-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-03-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-03-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-03-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-03-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-03-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-03-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-03-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-03-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-03-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-03-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-03-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-03-30
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-03-30
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-03-30
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-04-06
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-04-06
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-04-06
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-04-13
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-04-13
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-04-13
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-04-13
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-04-20
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-04-20
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-04-20
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-04-20
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-04-27
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-04-27
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-04-27
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-04-27
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-05-04
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-05-04
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-05-04
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-05-04
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-05-11
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-05-11
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-05-11
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-05-11
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-05-18
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-05-18
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-05-18
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-05-18
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-05-25
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-05-25
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-05-25
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-05-25
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-06-01
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-06-01
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-06-01
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-06-01
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-06-08
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-06-08
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-06-08
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-06-08
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-06-15
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-06-15
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-06-15
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-06-15
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-06-22
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-06-22
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-06-22
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-06-22
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-06-29
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-06-29
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-06-29
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-06-29
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-07-06
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-07-06
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-07-06
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-07-06
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-07-13
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-07-13
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-07-13
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-07-13
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-07-20
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-07-20
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-07-20
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-07-20
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-07-27
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-07-27
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-07-27
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-07-27
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-08-03
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-08-03
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-08-03
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-08-03
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-08-10
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-08-10
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-08-10
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-08-10
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-08-17
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-08-17
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-08-17
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-08-17
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-08-24
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-08-24
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-08-24
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-08-24
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-08-31
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-08-31
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-08-31
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-08-31
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-09-07
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-09-07
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-09-07
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-09-07
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-09-14
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-09-14
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-09-14
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-09-14
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-09-21
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-09-21
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-09-21
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-09-21
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-09-28
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-09-28
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-09-28
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-09-28
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-10-05
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-10-05
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-10-05
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-10-05
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-10-12
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-10-12
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-10-12
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-10-12
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-10-19
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-10-19
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-10-19
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-10-19
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-10-26
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-10-26
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-10-26
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-10-26
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-11-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-11-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-11-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-11-02
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-11-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-11-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-11-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-11-09
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-11-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-11-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-11-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-11-16
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-11-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-11-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-11-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-11-23
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-11-30
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-11-30
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-11-30
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-11-30
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-12-07
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-12-07
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,3,D2,Inyo County,"10,236.26",2021-12-07
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,4,D3,Inyo County,"10,236.26",2021-12-07
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,1,D0,Inyo County,"10,236.26",2021-12-14
CA,100.00,"10,236.26","18,546.00",100.00,0.00,0.00,1,2,D1,Inyo County,"10,236.26",2021-12-14
